"c_name","source","r_id","r_year","r_month","r_female","p_interest","p_economy","Econ_Dem","Dec_Dem","Eff_Dem","Comp_Dem"
"Tunisia","Arab Barometer Wave VII",210001,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210002,2021,10,0,"Very interested","Very bad","Strongly disagree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210003,2021,11,0,"Very interested","Good","Agree","Strongly disagree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210004,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210005,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210006,2021,10,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210007,2021,11,0,"Uninterested","Very bad","Strongly agree","Strongly disagree","Strongly disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210008,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210009,2021,10,1,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210010,2021,10,1,"Uninterested","Very bad","Agree","Agree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210011,2021,10,1,"Very interested","Bad","Agree","Strongly agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210012,2021,10,0,"Uninterested","Good","Strongly disagree","Strongly agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210013,2021,10,1,"Interested","Good","Disagree","Disagree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210014,2021,10,1,"Very uninterested","Very bad","Strongly agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210015,2021,10,0,"Uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210016,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210017,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210018,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210019,2021,11,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210020,2021,11,0,"Interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210021,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210022,2021,10,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210023,2021,10,0,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210024,2021,11,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210025,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210026,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210027,2021,10,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210028,2021,10,1,"Very uninterested","Bad",NA,"Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210029,2021,10,1,"Very uninterested","Very bad","Agree","Strongly disagree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210030,2021,11,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210031,2021,10,0,"Interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210032,2021,10,1,"Very uninterested","Bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210033,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210034,2021,10,0,"Very uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210035,2021,11,1,"Very uninterested","Good","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210036,2021,11,0,"Interested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210037,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210038,2021,10,0,"Very uninterested","Very bad",NA,NA,"Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210039,2021,10,1,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210040,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210041,2021,11,1,"Very uninterested","Very bad","Disagree","Disagree","Agree",NA
"Tunisia","Arab Barometer Wave VII",210042,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210043,2021,10,1,"Very uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210044,2021,10,1,"Uninterested","Very good","Strongly agree","Strongly agree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210045,2021,10,1,"Very uninterested","Bad",NA,NA,NA,"Agree"
"Tunisia","Arab Barometer Wave VII",210046,2021,10,1,"Very uninterested","Very good","Strongly agree","Agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210047,2021,10,0,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210048,2021,10,0,"Very interested","Very bad","Strongly agree","Strongly agree","Disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210049,2021,10,0,"Very interested","Bad","Disagree","Agree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210050,2021,10,0,"Uninterested","Bad","Agree","Agree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210051,2021,11,1,"Very uninterested","Bad","Strongly agree",NA,NA,"Strongly agree"
"Tunisia","Arab Barometer Wave VII",210052,2021,11,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210053,2021,10,0,"Uninterested","Very bad","Agree","Agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210054,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210055,2021,11,0,"Very uninterested","Very good","Agree","Disagree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210056,2021,10,0,"Uninterested","Bad","Strongly disagree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210057,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210058,2021,10,0,"Very interested","Bad","Strongly agree","Strongly agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210059,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210060,2021,10,1,"Interested","Very bad","Strongly agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210061,2021,10,0,"Very interested","Very bad","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree"
"Tunisia","Arab Barometer Wave VII",210062,2021,11,0,"Interested","Bad","Strongly agree","Strongly agree","Disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210063,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210064,2021,11,1,"Very uninterested","Good","Agree","Disagree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210065,2021,11,0,"Interested","Very bad","Strongly disagree","Strongly disagree","Agree","Strongly disagree"
"Tunisia","Arab Barometer Wave VII",210066,2021,10,1,"Very uninterested","Bad",NA,"Strongly disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210067,2021,11,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210068,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210069,2021,11,1,"Uninterested","Bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210070,2021,11,0,"Interested","Good","Strongly agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210071,2021,10,1,"Uninterested","Very bad","Disagree","Strongly disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210072,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210073,2021,10,0,"Very interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210074,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210075,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210076,2021,10,1,"Interested","Very bad","Agree","Agree","Agree",NA
"Tunisia","Arab Barometer Wave VII",210077,2021,10,1,"Uninterested","Very bad","Strongly agree","Strongly agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210078,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210079,2021,10,0,"Very interested","Very bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210080,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210081,2021,10,0,"Very uninterested","Good","Strongly agree","Strongly disagree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210082,2021,10,0,"Interested",NA,NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210083,2021,10,1,"Uninterested","Bad","Agree","Disagree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210084,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210085,2021,10,0,"Interested","Very bad","Agree","Agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210086,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210087,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210088,2021,10,0,"Very uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly disagree"
"Tunisia","Arab Barometer Wave VII",210089,2021,10,1,"Very uninterested","Very bad","Strongly agree","Disagree","Strongly disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210090,2021,10,0,"Very interested","Bad","Disagree","Agree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210091,2021,11,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210092,2021,10,1,"Interested","Bad","Disagree","Disagree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210093,2021,11,1,"Very uninterested","Bad","Strongly agree",NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210094,2021,10,0,"Very uninterested","Very bad","Strongly disagree","Disagree","Strongly disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210095,2021,10,1,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210096,2021,11,0,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210097,2021,11,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210098,2021,10,0,"Very uninterested","Bad","Agree","Strongly agree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210099,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210100,2021,11,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210101,2021,10,0,"Interested","Bad","Agree","Strongly agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210102,2021,10,1,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210103,2021,10,1,"Very uninterested","Good","Agree",NA,"Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210104,2021,10,1,"Uninterested","Very bad","Strongly agree","Strongly agree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210105,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210106,2021,10,1,"Very uninterested","Bad","Disagree","Agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210107,2021,10,1,"Uninterested","Good",NA,"Agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210108,2021,10,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210109,2021,10,1,"Interested","Very bad","Strongly agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210110,2021,10,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210111,2021,10,0,"Uninterested","Good","Agree","Disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210112,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210113,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210114,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210115,2021,10,1,"Very uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210116,2021,11,1,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210117,2021,10,0,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210118,2021,10,1,"Very uninterested","Very bad","Agree","Strongly agree","Strongly disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210119,2021,10,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210120,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210121,2021,11,1,"Uninterested","Very bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210122,2021,10,0,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210123,2021,10,0,"Very interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210124,2021,10,0,"Very uninterested","Very bad","Disagree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210125,2021,11,0,"Uninterested","Very bad","Agree","Agree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210126,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210127,2021,11,1,"Uninterested","Very bad","Agree","Agree","Strongly disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210128,2021,10,1,"Uninterested","Bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210129,2021,10,1,"Interested","Very bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210130,2021,10,0,"Uninterested","Bad","Agree","Disagree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210131,2021,11,0,"Very uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210132,2021,11,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210133,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210134,2021,10,1,"Very uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210135,2021,10,1,"Very uninterested","Very bad","Strongly agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210136,2021,10,1,"Very interested","Very bad",NA,NA,NA,"Agree"
"Tunisia","Arab Barometer Wave VII",210137,2021,10,0,"Very uninterested","Bad","Strongly agree","Agree","Agree","Strongly disagree"
"Tunisia","Arab Barometer Wave VII",210138,2021,10,1,"Very uninterested","Very bad","Disagree","Disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210139,2021,10,0,"Uninterested","Very bad","Disagree","Disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210140,2021,10,1,"Very interested","Very bad","Strongly agree",NA,"Strongly disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210141,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210142,2021,11,1,"Uninterested","Very bad","Disagree","Disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210143,2021,10,0,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210144,2021,11,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210145,2021,10,0,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210146,2021,10,1,"Very uninterested","Bad","Strongly agree","Agree","Strongly disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210147,2021,10,1,"Uninterested","Bad","Agree","Agree","Disagree","Disagree"
"Tunisia","Arab Barometer Wave VII",210148,2021,10,0,"Very uninterested","Very bad","Agree","Disagree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210149,2021,10,0,"Very uninterested","Very good","Agree","Strongly disagree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210150,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210151,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210152,2021,11,0,"Very uninterested","Very good",NA,NA,NA,"Agree"
"Tunisia","Arab Barometer Wave VII",210153,2021,11,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210154,2021,11,1,"Very interested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly disagree"
"Tunisia","Arab Barometer Wave VII",210155,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210156,2021,11,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210157,2021,10,0,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210158,2021,11,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210159,2021,11,0,"Uninterested","Good","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210160,2021,10,0,"Very uninterested","Good","Strongly agree","Strongly agree","Strongly agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210161,2021,11,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210162,2021,10,1,"Uninterested","Bad","Agree","Agree","Disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210163,2021,10,1,"Very uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210164,2021,10,0,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210165,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210166,2021,10,0,"Interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210167,2021,11,0,"Very uninterested","Very bad","Strongly agree","Agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210168,2021,10,0,"Interested","Very bad","Strongly agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210169,2021,10,1,"Very interested","Very bad","Strongly agree","Strongly agree",NA,"Strongly agree"
"Tunisia","Arab Barometer Wave VII",210170,2021,10,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210171,2021,11,0,"Very uninterested","Very bad","Strongly agree","Strongly disagree","Strongly disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210172,2021,10,0,"Uninterested","Very bad","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210173,2021,11,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210174,2021,10,1,"Very uninterested","Very bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210175,2021,10,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210176,2021,11,1,"Very uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210177,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210178,2021,10,1,"Uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210179,2021,11,0,"Very interested","Good","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210180,2021,10,1,"Very uninterested","Very bad","Strongly agree","Agree","Agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210181,2021,10,0,"Uninterested","Very bad","Disagree","Agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210182,2021,10,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210183,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210184,2021,11,1,"Interested","Very bad","Agree","Agree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210185,2021,11,1,"Very uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210186,2021,10,1,"Uninterested","Very bad","Agree","Disagree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210187,2021,10,1,"Uninterested","Very bad","Agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210188,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210189,2021,10,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210190,2021,10,1,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210191,2021,11,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210192,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210193,2021,11,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210194,2021,10,0,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210195,2021,10,0,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210196,2021,10,0,"Uninterested","Very bad","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210197,2021,10,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210198,2021,10,0,"Interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210199,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210200,2021,10,1,"Interested","Very bad","Agree","Disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210201,2021,10,1,"Very interested","Very bad","Strongly agree","Agree",NA,"Agree"
"Tunisia","Arab Barometer Wave VII",210202,2021,10,0,"Uninterested","Very bad","Strongly agree","Agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210203,2021,10,1,"Uninterested","Good","Agree","Agree","Agree","Disagree"
"Tunisia","Arab Barometer Wave VII",210204,2021,11,0,"Uninterested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210205,2021,10,0,"Interested","Very good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210206,2021,10,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210207,2021,10,1,"Very uninterested","Bad",NA,"Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210208,2021,10,1,"Very uninterested","Very bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210209,2021,11,1,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210210,2021,10,0,"Interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210211,2021,10,1,"Interested","Bad","Strongly agree","Strongly agree","Strongly agree","Strongly disagree"
"Tunisia","Arab Barometer Wave VII",210212,2021,10,0,"Very interested","Very bad","Strongly agree","Strongly agree","Strongly agree","Agree"
"Tunisia","Arab Barometer Wave VII",210213,2021,10,0,"Very uninterested","Bad","Disagree","Disagree","Disagree","Agree"
"Tunisia","Arab Barometer Wave VII",210214,2021,10,0,"Uninterested","Good","Agree","Agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210215,2021,11,1,"Uninterested","Very bad","Strongly agree","Strongly disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210216,2021,10,0,"Very interested","Good",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210217,2021,10,0,"Very interested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210218,2021,10,0,"Uninterested","Very bad","Disagree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210219,2021,10,1,"Interested","Bad","Agree",NA,"Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210220,2021,11,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210221,2021,10,0,"Very uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210222,2021,11,1,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210223,2021,10,0,"Interested","Very bad","Agree","Strongly agree","Strongly agree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210224,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210225,2021,10,0,"Very uninterested","Very bad","Agree","Strongly agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210226,2021,10,0,"Very interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210227,2021,10,0,"Very uninterested","Very bad","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree"
"Tunisia","Arab Barometer Wave VII",210228,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210229,2021,10,1,"Very interested","Bad","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210230,2021,10,1,"Uninterested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210231,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210232,2021,10,0,"Very uninterested","Very bad","Agree","Disagree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210233,2021,11,0,"Very uninterested","Good","Agree","Agree","Agree","Agree"
"Tunisia","Arab Barometer Wave VII",210234,2021,10,1,"Very uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210235,2021,11,0,"Very interested","Bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210236,2021,11,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210237,2021,10,0,"Uninterested","Very bad",NA,NA,NA,NA
"Tunisia","Arab Barometer Wave VII",210238,2021,11,1,"Very uninterested","Very bad",NA,NA,NA,"Agree"
